date,state,sex,ethnicity,age,population
1/1/2022,W.P. Kuala Lumpur,female,bumi_malay,70-74,10.2
1/1/2022,W.P. Kuala Lumpur,female,bumi_malay,75-79,6.3
1/1/2022,W.P. Kuala Lumpur,female,bumi_malay,80-84,2.9
1/1/2022,W.P. Kuala Lumpur,female,bumi_malay,85+,1.8
1/1/2022,W.P. Labuan,male,bumi_malay,15-19,1.4
1/1/2022,W.P. Labuan,male,bumi_malay,20-24,1.2
1/1/2022,W.P. Labuan,male,bumi_malay,25-29,1.5
1/1/2022,W.P. Labuan,male,bumi_malay,30-34,1.6
1/1/2022,W.P. Labuan,male,bumi_malay,35-39,2.2
1/1/2022,W.P. Labuan,male,bumi_malay,40-44,1.5
1/1/2022,W.P. Labuan,male,bumi_malay,45-49,0.8
1/1/2022,W.P. Labuan,male,bumi_malay,50-54,0.6
1/1/2022,W.P. Labuan,male,bumi_malay,55-59,0.6
1/1/2022,W.P. Labuan,male,bumi_malay,60-64,0.5
1/1/2022,W.P. Labuan,male,bumi_malay,65-69,0.3
1/1/2022,W.P. Labuan,male,bumi_malay,70-74,0.2
1/1/2022,W.P. Labuan,male,bumi_malay,75-79,0.1
1/1/2022,W.P. Labuan,male,bumi_malay,80-84,0
1/1/2022,W.P. Labuan,male,bumi_malay,85+,0.1
1/1/2022,W.P. Labuan,female,bumi_malay,15-19,1.4
1/1/2022,W.P. Labuan,female,bumi_malay,20-24,1.5
1/1/2022,W.P. Labuan,female,bumi_malay,25-29,1.4
1/1/2022,W.P. Labuan,female,bumi_malay,30-34,1.5
1/1/2022,W.P. Labuan,female,bumi_malay,35-39,1.6
1/1/2022,W.P. Labuan,female,bumi_malay,40-44,1
1/1/2022,W.P. Labuan,female,bumi_malay,45-49,0.9
1/1/2022,W.P. Labuan,female,bumi_malay,50-54,0.6
1/1/2022,W.P. Labuan,female,bumi_malay,55-59,0.5
1/1/2022,W.P. Labuan,female,bumi_malay,60-64,0.4
1/1/2022,W.P. Labuan,female,bumi_malay,65-69,0.3
1/1/2022,W.P. Labuan,female,bumi_malay,70-74,0.2
1/1/2022,W.P. Labuan,female,bumi_malay,75-79,0
1/1/2022,W.P. Labuan,female,bumi_malay,80-84,0
1/1/2022,W.P. Labuan,female,bumi_malay,85+,0.1
1/1/2022,W.P. Putrajaya,male,bumi_malay,15-19,3.8
1/1/2022,W.P. Putrajaya,male,bumi_malay,20-24,2
1/1/2022,W.P. Putrajaya,male,bumi_malay,25-29,2.1
1/1/2022,W.P. Putrajaya,male,bumi_malay,30-34,3.3
1/1/2022,W.P. Putrajaya,male,bumi_malay,35-39,6.9
1/1/2022,W.P. Putrajaya,male,bumi_malay,40-44,6
1/1/2022,W.P. Putrajaya,male,bumi_malay,45-49,2.8
1/1/2022,W.P. Putrajaya,male,bumi_malay,50-54,1.6
1/1/2022,W.P. Putrajaya,male,bumi_malay,55-59,1.3
1/1/2022,W.P. Putrajaya,male,bumi_malay,60-64,0.8
1/1/2022,W.P. Putrajaya,male,bumi_malay,65-69,0.4
1/1/2022,W.P. Putrajaya,male,bumi_malay,70-74,0.2
1/1/2022,W.P. Putrajaya,male,bumi_malay,75-79,0.1
1/1/2022,W.P. Putrajaya,male,bumi_malay,80-84,0
1/1/2022,W.P. Putrajaya,male,bumi_malay,85+,0
1/1/2022,W.P. Putrajaya,female,bumi_malay,15-19,3.6
1/1/2022,W.P. Putrajaya,female,bumi_malay,20-24,1.9
1/1/2022,W.P. Putrajaya,female,bumi_malay,25-29,2.9
1/1/2022,W.P. Putrajaya,female,bumi_malay,30-34,4.5
1/1/2022,W.P. Putrajaya,female,bumi_malay,35-39,9
1/1/2022,W.P. Putrajaya,female,bumi_malay,40-44,6.5
1/1/2022,W.P. Putrajaya,female,bumi_malay,45-49,2.6
1/1/2022,W.P. Putrajaya,female,bumi_malay,50-54,1.6
1/1/2022,W.P. Putrajaya,female,bumi_malay,55-59,1.2
1/1/2022,W.P. Putrajaya,female,bumi_malay,60-64,0.8
1/1/2022,W.P. Putrajaya,female,bumi_malay,65-69,0.5
1/1/2022,W.P. Putrajaya,female,bumi_malay,70-74,0.3
1/1/2022,W.P. Putrajaya,female,bumi_malay,75-79,0.1
1/1/2022,W.P. Putrajaya,female,bumi_malay,80-84,0.1
1/1/2022,W.P. Putrajaya,female,bumi_malay,85+,0
1/1/2023,Johor,male,bumi_malay,15-19,100.3
1/1/2023,Johor,male,bumi_malay,20-24,103.6
1/1/2023,Johor,male,bumi_malay,25-29,95.1
1/1/2023,Johor,male,bumi_malay,30-34,89.1
1/1/2023,Johor,male,bumi_malay,35-39,88.4
1/1/2023,Johor,male,bumi_malay,40-44,77.4
1/1/2023,Johor,male,bumi_malay,45-49,60.1
1/1/2023,Johor,male,bumi_malay,50-54,54.8
1/1/2023,Johor,male,bumi_malay,55-59,50
1/1/2023,Johor,male,bumi_malay,60-64,43.8
1/1/2023,Johor,male,bumi_malay,65-69,30.2
1/1/2023,Johor,male,bumi_malay,70-74,18.9
1/1/2023,Johor,male,bumi_malay,75-79,10.9
1/1/2023,Johor,male,bumi_malay,80-84,5.4
1/1/2023,Johor,male,bumi_malay,85+,5.4
1/1/2023,Johor,female,bumi_malay,15-19,94.1
1/1/2023,Johor,female,bumi_malay,20-24,97.9
1/1/2023,Johor,female,bumi_malay,25-29,88.6
1/1/2023,Johor,female,bumi_malay,30-34,85.2
1/1/2023,Johor,female,bumi_malay,35-39,85.2
1/1/2023,Johor,female,bumi_malay,40-44,75.8
1/1/2023,Johor,female,bumi_malay,45-49,58
1/1/2023,Johor,female,bumi_malay,50-54,56.3
1/1/2023,Johor,female,bumi_malay,55-59,51.5
1/1/2023,Johor,female,bumi_malay,60-64,44.1
1/1/2023,Johor,female,bumi_malay,65-69,32.7
1/1/2023,Johor,female,bumi_malay,70-74,20.1
1/1/2023,Johor,female,bumi_malay,75-79,12.3
1/1/2023,Johor,female,bumi_malay,80-84,6.5
1/1/2023,Johor,female,bumi_malay,85+,4.8
1/1/2023,Kedah,male,bumi_malay,15-19,69.2
1/1/2023,Kedah,male,bumi_malay,20-24,83.7
1/1/2023,Kedah,male,bumi_malay,25-29,83.9
1/1/2023,Kedah,male,bumi_malay,30-34,66
1/1/2023,Kedah,male,bumi_malay,35-39,51.9
1/1/2023,Kedah,male,bumi_malay,40-44,45.5
1/1/2023,Kedah,male,bumi_malay,45-49,43
1/1/2023,Kedah,male,bumi_malay,50-54,39.9
1/1/2023,Kedah,male,bumi_malay,55-59,37.9
1/1/2023,Kedah,male,bumi_malay,60-64,33.2
1/1/2023,Kedah,male,bumi_malay,65-69,26.2
1/1/2023,Kedah,male,bumi_malay,70-74,19.2
1/1/2023,Kedah,male,bumi_malay,75-79,11.3
1/1/2023,Kedah,male,bumi_malay,80-84,5.7
1/1/2023,Kedah,male,bumi_malay,85+,4.6
1/1/2023,Kedah,female,bumi_malay,15-19,65.2
1/1/2023,Kedah,female,bumi_malay,20-24,77.2
1/1/2023,Kedah,female,bumi_malay,25-29,80.2
1/1/2023,Kedah,female,bumi_malay,30-34,63.6
1/1/2023,Kedah,female,bumi_malay,35-39,55
1/1/2023,Kedah,female,bumi_malay,40-44,48.8
1/1/2023,Kedah,female,bumi_malay,45-49,43.2
1/1/2023,Kedah,female,bumi_malay,50-54,44.4
1/1/2023,Kedah,female,bumi_malay,55-59,41
1/1/2023,Kedah,female,bumi_malay,60-64,36.4
1/1/2023,Kedah,female,bumi_malay,65-69,30
1/1/2023,Kedah,female,bumi_malay,70-74,21.7
1/1/2023,Kedah,female,bumi_malay,75-79,13.5
1/1/2023,Kedah,female,bumi_malay,80-84,8.3
1/1/2023,Kedah,female,bumi_malay,85+,4.9
1/1/2023,Kelantan,male,bumi_malay,15-19,92.3
1/1/2023,Kelantan,male,bumi_malay,20-24,93.2
1/1/2023,Kelantan,male,bumi_malay,25-29,68.3
1/1/2023,Kelantan,male,bumi_malay,30-34,56.9
1/1/2023,Kelantan,male,bumi_malay,35-39,52.7
1/1/2023,Kelantan,male,bumi_malay,40-44,44.7
1/1/2023,Kelantan,male,bumi_malay,45-49,37.7
1/1/2023,Kelantan,male,bumi_malay,50-54,35.8
1/1/2023,Kelantan,male,bumi_malay,55-59,34.7
1/1/2023,Kelantan,male,bumi_malay,60-64,32.4
1/1/2023,Kelantan,male,bumi_malay,65-69,23.4
1/1/2023,Kelantan,male,bumi_malay,70-74,15.4
1/1/2023,Kelantan,male,bumi_malay,75-79,9
1/1/2023,Kelantan,male,bumi_malay,80-84,3.3
1/1/2023,Kelantan,male,bumi_malay,85+,1.8
1/1/2023,Kelantan,female,bumi_malay,15-19,87.3
1/1/2023,Kelantan,female,bumi_malay,20-24,97
1/1/2023,Kelantan,female,bumi_malay,25-29,69.4
1/1/2023,Kelantan,female,bumi_malay,30-34,54.3
1/1/2023,Kelantan,female,bumi_malay,35-39,52.4
1/1/2023,Kelantan,female,bumi_malay,40-44,42.8
1/1/2023,Kelantan,female,bumi_malay,45-49,39.4
1/1/2023,Kelantan,female,bumi_malay,50-54,39.9
1/1/2023,Kelantan,female,bumi_malay,55-59,39.1
1/1/2023,Kelantan,female,bumi_malay,60-64,36.2
1/1/2023,Kelantan,female,bumi_malay,65-69,26.6
1/1/2023,Kelantan,female,bumi_malay,70-74,17.9
1/1/2023,Kelantan,female,bumi_malay,75-79,10.6
1/1/2023,Kelantan,female,bumi_malay,80-84,5.2
1/1/2023,Kelantan,female,bumi_malay,85+,3.1
1/1/2023,Melaka,male,bumi_malay,15-19,31.9
1/1/2023,Melaka,male,bumi_malay,20-24,39.7
1/1/2023,Melaka,male,bumi_malay,25-29,28.2
1/1/2023,Melaka,male,bumi_malay,30-34,26
1/1/2023,Melaka,male,bumi_malay,35-39,24.7
1/1/2023,Melaka,male,bumi_malay,40-44,30.7
1/1/2023,Melaka,male,bumi_malay,45-49,15.1
1/1/2023,Melaka,male,bumi_malay,50-54,12.4
1/1/2023,Melaka,male,bumi_malay,55-59,11.4
1/1/2023,Melaka,male,bumi_malay,60-64,11
1/1/2023,Melaka,male,bumi_malay,65-69,7.9
1/1/2023,Melaka,male,bumi_malay,70-74,5.2
1/1/2023,Melaka,male,bumi_malay,75-79,2.5
1/1/2023,Melaka,male,bumi_malay,80-84,1.1
1/1/2023,Melaka,male,bumi_malay,85+,0.6
1/1/2023,Melaka,female,bumi_malay,15-19,29.3
1/1/2023,Melaka,female,bumi_malay,20-24,34.8
1/1/2023,Melaka,female,bumi_malay,25-29,30
1/1/2023,Melaka,female,bumi_malay,30-34,25.4
1/1/2023,Melaka,female,bumi_malay,35-39,24
1/1/2023,Melaka,female,bumi_malay,40-44,21.6
1/1/2023,Melaka,female,bumi_malay,45-49,23.8
1/1/2023,Melaka,female,bumi_malay,50-54,13.2
1/1/2023,Melaka,female,bumi_malay,55-59,12.7
1/1/2023,Melaka,female,bumi_malay,60-64,11.7
1/1/2023,Melaka,female,bumi_malay,65-69,8.8
1/1/2023,Melaka,female,bumi_malay,70-74,6.2
1/1/2023,Melaka,female,bumi_malay,75-79,3.1
1/1/2023,Melaka,female,bumi_malay,80-84,1.4
1/1/2023,Melaka,female,bumi_malay,85+,0.8
1/1/2023,Negeri Sembilan,male,bumi_malay,15-19,31.7
1/1/2023,Negeri Sembilan,male,bumi_malay,20-24,32.2
1/1/2023,Negeri Sembilan,male,bumi_malay,25-29,27.3
1/1/2023,Negeri Sembilan,male,bumi_malay,30-34,30.7
1/1/2023,Negeri Sembilan,male,bumi_malay,35-39,30.7
1/1/2023,Negeri Sembilan,male,bumi_malay,40-44,25.7
1/1/2023,Negeri Sembilan,male,bumi_malay,45-49,18
1/1/2023,Negeri Sembilan,male,bumi_malay,50-54,15.3
1/1/2023,Negeri Sembilan,male,bumi_malay,55-59,14.2
1/1/2023,Negeri Sembilan,male,bumi_malay,60-64,14.8
1/1/2023,Negeri Sembilan,male,bumi_malay,65-69,10.2
1/1/2023,Negeri Sembilan,male,bumi_malay,70-74,7.1
1/1/2023,Negeri Sembilan,male,bumi_malay,75-79,2.9
1/1/2023,Negeri Sembilan,male,bumi_malay,80-84,1.4
1/1/2023,Negeri Sembilan,male,bumi_malay,85+,0.4
1/1/2023,Negeri Sembilan,female,bumi_malay,15-19,27.8
1/1/2023,Negeri Sembilan,female,bumi_malay,20-24,33.2
1/1/2023,Negeri Sembilan,female,bumi_malay,25-29,27.4
1/1/2023,Negeri Sembilan,female,bumi_malay,30-34,29.7
1/1/2023,Negeri Sembilan,female,bumi_malay,35-39,30.3
1/1/2023,Negeri Sembilan,female,bumi_malay,40-44,23.5
1/1/2023,Negeri Sembilan,female,bumi_malay,45-49,19.2
1/1/2023,Negeri Sembilan,female,bumi_malay,50-54,15.6
1/1/2023,Negeri Sembilan,female,bumi_malay,55-59,16.2
1/1/2023,Negeri Sembilan,female,bumi_malay,60-64,15.8
1/1/2023,Negeri Sembilan,female,bumi_malay,65-69,11.4
1/1/2023,Negeri Sembilan,female,bumi_malay,70-74,7.5
1/1/2023,Negeri Sembilan,female,bumi_malay,75-79,3.2
1/1/2023,Negeri Sembilan,female,bumi_malay,80-84,1.6
1/1/2023,Negeri Sembilan,female,bumi_malay,85+,0.5
1/1/2023,Pahang,male,bumi_malay,15-19,62.3
1/1/2023,Pahang,male,bumi_malay,20-24,52.6
1/1/2023,Pahang,male,bumi_malay,25-29,40.8
1/1/2023,Pahang,male,bumi_malay,30-34,42.3
1/1/2023,Pahang,male,bumi_malay,35-39,46.4
1/1/2023,Pahang,male,bumi_malay,40-44,47.9
1/1/2023,Pahang,male,bumi_malay,45-49,32.9
1/1/2023,Pahang,male,bumi_malay,50-54,26.9
1/1/2023,Pahang,male,bumi_malay,55-59,22.3
1/1/2023,Pahang,male,bumi_malay,60-64,20.3
1/1/2023,Pahang,male,bumi_malay,65-69,14.5
1/1/2023,Pahang,male,bumi_malay,70-74,11.8
1/1/2023,Pahang,male,bumi_malay,75-79,7
1/1/2023,Pahang,male,bumi_malay,80-84,3.2
1/1/2023,Pahang,male,bumi_malay,85+,3.2
1/1/2023,Pahang,female,bumi_malay,15-19,56.2
1/1/2023,Pahang,female,bumi_malay,20-24,49.5
1/1/2023,Pahang,female,bumi_malay,25-29,37.4
1/1/2023,Pahang,female,bumi_malay,30-34,40.9
1/1/2023,Pahang,female,bumi_malay,35-39,46.1
1/1/2023,Pahang,female,bumi_malay,40-44,42.7
1/1/2023,Pahang,female,bumi_malay,45-49,36.5
1/1/2023,Pahang,female,bumi_malay,50-54,26.5
1/1/2023,Pahang,female,bumi_malay,55-59,23.1
1/1/2023,Pahang,female,bumi_malay,60-64,21.2
1/1/2023,Pahang,female,bumi_malay,65-69,15.7
1/1/2023,Pahang,female,bumi_malay,70-74,12.4
1/1/2023,Pahang,female,bumi_malay,75-79,7.6
1/1/2023,Pahang,female,bumi_malay,80-84,3.7
1/1/2023,Pahang,female,bumi_malay,85+,3
1/1/2023,Perak,male,bumi_malay,15-19,67.5
1/1/2023,Perak,male,bumi_malay,20-24,69.1
1/1/2023,Perak,male,bumi_malay,25-29,56.2
1/1/2023,Perak,male,bumi_malay,30-34,49.8
1/1/2023,Perak,male,bumi_malay,35-39,53.4
1/1/2023,Perak,male,bumi_malay,40-44,47.4
1/1/2023,Perak,male,bumi_malay,45-49,36.8
1/1/2023,Perak,male,bumi_malay,50-54,30.1
1/1/2023,Perak,male,bumi_malay,55-59,29.5
1/1/2023,Perak,male,bumi_malay,60-64,29.4
1/1/2023,Perak,male,bumi_malay,65-69,21.2
1/1/2023,Perak,male,bumi_malay,70-74,14.3
1/1/2023,Perak,male,bumi_malay,75-79,7
1/1/2023,Perak,male,bumi_malay,80-84,3
1/1/2023,Perak,male,bumi_malay,85+,1.2
1/1/2023,Perak,female,bumi_malay,15-19,61.8
1/1/2023,Perak,female,bumi_malay,20-24,66.2
1/1/2023,Perak,female,bumi_malay,25-29,54
1/1/2023,Perak,female,bumi_malay,30-34,47.5
1/1/2023,Perak,female,bumi_malay,35-39,53
1/1/2023,Perak,female,bumi_malay,40-44,44.9
1/1/2023,Perak,female,bumi_malay,45-49,39.3
1/1/2023,Perak,female,bumi_malay,50-54,32.9
1/1/2023,Perak,female,bumi_malay,55-59,33.9
1/1/2023,Perak,female,bumi_malay,60-64,31.9
1/1/2023,Perak,female,bumi_malay,65-69,24.3
1/1/2023,Perak,female,bumi_malay,70-74,17.4
1/1/2023,Perak,female,bumi_malay,75-79,9.4
1/1/2023,Perak,female,bumi_malay,80-84,4.6
1/1/2023,Perak,female,bumi_malay,85+,2.4
1/1/2023,Perlis,male,bumi_malay,15-19,15.1
1/1/2023,Perlis,male,bumi_malay,20-24,14
1/1/2023,Perlis,male,bumi_malay,25-29,11.4
1/1/2023,Perlis,male,bumi_malay,30-34,8.6
1/1/2023,Perlis,male,bumi_malay,35-39,9.1
1/1/2023,Perlis,male,bumi_malay,40-44,10.7
1/1/2023,Perlis,male,bumi_malay,45-49,6.2
1/1/2023,Perlis,male,bumi_malay,50-54,4.6
1/1/2023,Perlis,male,bumi_malay,55-59,4.8
1/1/2023,Perlis,male,bumi_malay,60-64,4.6
1/1/2023,Perlis,male,bumi_malay,65-69,3.3
1/1/2023,Perlis,male,bumi_malay,70-74,2.6
1/1/2023,Perlis,male,bumi_malay,75-79,1.5
1/1/2023,Perlis,male,bumi_malay,80-84,0.7
1/1/2023,Perlis,male,bumi_malay,85+,0.4
1/1/2023,Perlis,female,bumi_malay,15-19,13.6
1/1/2023,Perlis,female,bumi_malay,20-24,14.4
1/1/2023,Perlis,female,bumi_malay,25-29,11
1/1/2023,Perlis,female,bumi_malay,30-34,7.8
1/1/2023,Perlis,female,bumi_malay,35-39,9
1/1/2023,Perlis,female,bumi_malay,40-44,7.9
1/1/2023,Perlis,female,bumi_malay,45-49,9.9
1/1/2023,Perlis,female,bumi_malay,50-54,5.6
1/1/2023,Perlis,female,bumi_malay,55-59,5.4
1/1/2023,Perlis,female,bumi_malay,60-64,5.1
1/1/2023,Perlis,female,bumi_malay,65-69,4.2
1/1/2023,Perlis,female,bumi_malay,70-74,3.5
1/1/2023,Perlis,female,bumi_malay,75-79,1.8
1/1/2023,Perlis,female,bumi_malay,80-84,1.1
1/1/2023,Perlis,female,bumi_malay,85+,0.6
1/1/2023,Pulau Pinang,male,bumi_malay,15-19,27.9
1/1/2023,Pulau Pinang,male,bumi_malay,20-24,33
1/1/2023,Pulau Pinang,male,bumi_malay,25-29,38.5
1/1/2023,Pulau Pinang,male,bumi_malay,30-34,33.7
1/1/2023,Pulau Pinang,male,bumi_malay,35-39,35.7
1/1/2023,Pulau Pinang,male,bumi_malay,40-44,29.6
1/1/2023,Pulau Pinang,male,bumi_malay,45-49,22.8
1/1/2023,Pulau Pinang,male,bumi_malay,50-54,20.9
1/1/2023,Pulau Pinang,male,bumi_malay,55-59,16.6
1/1/2023,Pulau Pinang,male,bumi_malay,60-64,13.3
1/1/2023,Pulau Pinang,male,bumi_malay,65-69,9.7
1/1/2023,Pulau Pinang,male,bumi_malay,70-74,5.3
1/1/2023,Pulau Pinang,male,bumi_malay,75-79,1.8
1/1/2023,Pulau Pinang,male,bumi_malay,80-84,0.7
1/1/2023,Pulau Pinang,male,bumi_malay,85+,0.1
1/1/2023,Pulau Pinang,female,bumi_malay,15-19,25.6
1/1/2023,Pulau Pinang,female,bumi_malay,20-24,30.6
1/1/2023,Pulau Pinang,female,bumi_malay,25-29,33.6
1/1/2023,Pulau Pinang,female,bumi_malay,30-34,36.9
1/1/2023,Pulau Pinang,female,bumi_malay,35-39,36
1/1/2023,Pulau Pinang,female,bumi_malay,40-44,28.6
1/1/2023,Pulau Pinang,female,bumi_malay,45-49,22.1
1/1/2023,Pulau Pinang,female,bumi_malay,50-54,20.1
1/1/2023,Pulau Pinang,female,bumi_malay,55-59,17.3
1/1/2023,Pulau Pinang,female,bumi_malay,60-64,13.9
1/1/2023,Pulau Pinang,female,bumi_malay,65-69,11
1/1/2023,Pulau Pinang,female,bumi_malay,70-74,5.7
1/1/2023,Pulau Pinang,female,bumi_malay,75-79,2.3
1/1/2023,Pulau Pinang,female,bumi_malay,80-84,0.9
1/1/2023,Pulau Pinang,female,bumi_malay,85+,0.1
1/1/2023,Sabah,male,bumi_malay,15-19,19.2
1/1/2023,Sabah,male,bumi_malay,20-24,22.4
1/1/2023,Sabah,male,bumi_malay,25-29,12.4
1/1/2023,Sabah,male,bumi_malay,30-34,14.8
1/1/2023,Sabah,male,bumi_malay,35-39,16.7
1/1/2023,Sabah,male,bumi_malay,40-44,13
1/1/2023,Sabah,male,bumi_malay,45-49,8.8
1/1/2023,Sabah,male,bumi_malay,50-54,7.5
1/1/2023,Sabah,male,bumi_malay,55-59,6.3
1/1/2023,Sabah,male,bumi_malay,60-64,4.8
1/1/2023,Sabah,male,bumi_malay,65-69,3.2
1/1/2023,Sabah,male,bumi_malay,70-74,2
1/1/2023,Sabah,male,bumi_malay,75-79,0.8
1/1/2023,Sabah,male,bumi_malay,80-84,0.2
1/1/2023,Sabah,male,bumi_malay,85+,0.1
1/1/2023,Sabah,female,bumi_malay,15-19,14.4
1/1/2023,Sabah,female,bumi_malay,20-24,14.1
1/1/2023,Sabah,female,bumi_malay,25-29,8.2
1/1/2023,Sabah,female,bumi_malay,30-34,10.6
1/1/2023,Sabah,female,bumi_malay,35-39,12
1/1/2023,Sabah,female,bumi_malay,40-44,8.9
1/1/2023,Sabah,female,bumi_malay,45-49,6.1
1/1/2023,Sabah,female,bumi_malay,50-54,4.6
1/1/2023,Sabah,female,bumi_malay,55-59,3.8
1/1/2023,Sabah,female,bumi_malay,60-64,2.9
1/1/2023,Sabah,female,bumi_malay,65-69,3.8
1/1/2023,Sabah,female,bumi_malay,70-74,4.2
1/1/2023,Sabah,female,bumi_malay,75-79,2.4
1/1/2023,Sabah,female,bumi_malay,80-84,0.7
1/1/2023,Sabah,female,bumi_malay,85+,0.2
1/1/2023,Sarawak,male,bumi_malay,15-19,28.3
1/1/2023,Sarawak,male,bumi_malay,20-24,29.8
1/1/2023,Sarawak,male,bumi_malay,25-29,27.9
1/1/2023,Sarawak,male,bumi_malay,30-34,26.1
1/1/2023,Sarawak,male,bumi_malay,35-39,23.8
1/1/2023,Sarawak,male,bumi_malay,40-44,19.4
1/1/2023,Sarawak,male,bumi_malay,45-49,16
1/1/2023,Sarawak,male,bumi_malay,50-54,15.1
1/1/2023,Sarawak,male,bumi_malay,55-59,13.6
1/1/2023,Sarawak,male,bumi_malay,60-64,11
1/1/2023,Sarawak,male,bumi_malay,65-69,8
1/1/2023,Sarawak,male,bumi_malay,70-74,5.3
1/1/2023,Sarawak,male,bumi_malay,75-79,2.9
1/1/2023,Sarawak,male,bumi_malay,80-84,1.3
1/1/2023,Sarawak,male,bumi_malay,85+,0.6
1/1/2023,Sarawak,female,bumi_malay,15-19,26.2
1/1/2023,Sarawak,female,bumi_malay,20-24,28.9
1/1/2023,Sarawak,female,bumi_malay,25-29,26.3
1/1/2023,Sarawak,female,bumi_malay,30-34,24.6
1/1/2023,Sarawak,female,bumi_malay,35-39,22.3
1/1/2023,Sarawak,female,bumi_malay,40-44,18.8
1/1/2023,Sarawak,female,bumi_malay,45-49,16.3
1/1/2023,Sarawak,female,bumi_malay,50-54,15.4
1/1/2023,Sarawak,female,bumi_malay,55-59,13.8
1/1/2023,Sarawak,female,bumi_malay,60-64,11
1/1/2023,Sarawak,female,bumi_malay,65-69,8.1
1/1/2023,Sarawak,female,bumi_malay,70-74,5.6
1/1/2023,Sarawak,female,bumi_malay,75-79,3.3
1/1/2023,Sarawak,female,bumi_malay,80-84,1.7
1/1/2023,Sarawak,female,bumi_malay,85+,0.9
1/1/2023,Selangor,male,bumi_malay,15-19,150
1/1/2023,Selangor,male,bumi_malay,20-24,167.3
1/1/2023,Selangor,male,bumi_malay,25-29,150.4
1/1/2023,Selangor,male,bumi_malay,30-34,177.6
1/1/2023,Selangor,male,bumi_malay,35-39,202.1
1/1/2023,Selangor,male,bumi_malay,40-44,170.2
1/1/2023,Selangor,male,bumi_malay,45-49,132.9
1/1/2023,Selangor,male,bumi_malay,50-54,107.2
1/1/2023,Selangor,male,bumi_malay,55-59,85.6
1/1/2023,Selangor,male,bumi_malay,60-64,68.2
1/1/2023,Selangor,male,bumi_malay,65-69,57
1/1/2023,Selangor,male,bumi_malay,70-74,50.1
1/1/2023,Selangor,male,bumi_malay,75-79,24.7
1/1/2023,Selangor,male,bumi_malay,80-84,10
1/1/2023,Selangor,male,bumi_malay,85+,9.2
1/1/2023,Selangor,female,bumi_malay,15-19,141.2
1/1/2023,Selangor,female,bumi_malay,20-24,151.5
1/1/2023,Selangor,female,bumi_malay,25-29,143.3
1/1/2023,Selangor,female,bumi_malay,30-34,191.2
1/1/2023,Selangor,female,bumi_malay,35-39,212.3
1/1/2023,Selangor,female,bumi_malay,40-44,162.5
1/1/2023,Selangor,female,bumi_malay,45-49,118.1
1/1/2023,Selangor,female,bumi_malay,50-54,99.1
1/1/2023,Selangor,female,bumi_malay,55-59,80.4
1/1/2023,Selangor,female,bumi_malay,60-64,63.7
1/1/2023,Selangor,female,bumi_malay,65-69,53.3
1/1/2023,Selangor,female,bumi_malay,70-74,47.6
1/1/2023,Selangor,female,bumi_malay,75-79,29.1
1/1/2023,Selangor,female,bumi_malay,80-84,10.8
1/1/2023,Selangor,female,bumi_malay,85+,8.1
1/1/2023,Terengganu,male,bumi_malay,15-19,55.8
1/1/2023,Terengganu,male,bumi_malay,20-24,57.1
1/1/2023,Terengganu,male,bumi_malay,25-29,45.3
1/1/2023,Terengganu,male,bumi_malay,30-34,43.4
1/1/2023,Terengganu,male,bumi_malay,35-39,41.9
1/1/2023,Terengganu,male,bumi_malay,40-44,37
1/1/2023,Terengganu,male,bumi_malay,45-49,28.1
1/1/2023,Terengganu,male,bumi_malay,50-54,24.8
1/1/2023,Terengganu,male,bumi_malay,55-59,22.3
1/1/2023,Terengganu,male,bumi_malay,60-64,19.9
1/1/2023,Terengganu,male,bumi_malay,65-69,14.5
1/1/2023,Terengganu,male,bumi_malay,70-74,8.8
1/1/2023,Terengganu,male,bumi_malay,75-79,4.9
1/1/2023,Terengganu,male,bumi_malay,80-84,1.9
1/1/2023,Terengganu,male,bumi_malay,85+,0.9
1/1/2023,Terengganu,female,bumi_malay,15-19,51.9
1/1/2023,Terengganu,female,bumi_malay,20-24,55.1
1/1/2023,Terengganu,female,bumi_malay,25-29,44.4
1/1/2023,Terengganu,female,bumi_malay,30-34,41
1/1/2023,Terengganu,female,bumi_malay,35-39,40.7
1/1/2023,Terengganu,female,bumi_malay,40-44,34.8
1/1/2023,Terengganu,female,bumi_malay,45-49,28.8
1/1/2023,Terengganu,female,bumi_malay,50-54,26.4
1/1/2023,Terengganu,female,bumi_malay,55-59,24.7
1/1/2023,Terengganu,female,bumi_malay,60-64,21.5
1/1/2023,Terengganu,female,bumi_malay,65-69,15.9
1/1/2023,Terengganu,female,bumi_malay,70-74,9.9
1/1/2023,Terengganu,female,bumi_malay,75-79,5.9
1/1/2023,Terengganu,female,bumi_malay,80-84,3
1/1/2023,Terengganu,female,bumi_malay,85+,1.8
1/1/2023,W.P. Kuala Lumpur,male,bumi_malay,15-19,32.6
1/1/2023,W.P. Kuala Lumpur,male,bumi_malay,20-24,28.1
1/1/2023,W.P. Kuala Lumpur,male,bumi_malay,25-29,27.9
1/1/2023,W.P. Kuala Lumpur,male,bumi_malay,30-34,44.1
1/1/2023,W.P. Kuala Lumpur,male,bumi_malay,35-39,45.6
1/1/2023,W.P. Kuala Lumpur,male,bumi_malay,40-44,40.9
1/1/2023,W.P. Kuala Lumpur,male,bumi_malay,45-49,28.4
1/1/2023,W.P. Kuala Lumpur,male,bumi_malay,50-54,20.9
